Id,Diameter[mm],Cumul_Psd
11221219000011021,0.002,0.34
11221219000011021,0.06,0.76
11221219000011021,2,1
11221219000011022,0.002,0.2
11221219000011022,0.06,0.62
11221219000011022,2,1
11221219000011023,0.002,0.2
11221219000011023,0.06,0.65
11221219000011023,2,1
11352815000261011,0.002,0.325
11352815000261011,0.06,0.8999999999999999
11352815000261011,2,1
11352815000261012,0.002,0.375
11352815000261012,0.06,0.9
11352815000261012,2,1
11352815000261013,0.002,0.4
11352815000261013,0.06,0.75
11352815000261013,2,1
11352815000261014,0.002,0.025
11352815000261014,0.06,0.125
11352815000261014,2,1
12112828000671021,0.002,0.18
12112828000671021,0.06,0.7949999999999999
12112828000671021,2,1
12112828000671022,0.002,0.15
12112828000671022,0.06,0.525
12112828000671022,2,1
12112828000671023,0.002,0.015
12112828000671023,0.06,0.09999999999999998
12112828000671023,2,1
12283124300041021,0.002,0.2
12283124300041021,0.06,0.6
12283124300041021,2,1
12283124300041022,0.002,0.2
12283124300041022,0.06,0.65
12283124300041022,2,1
12283124300041023,0.002,0.25
12283124300041023,0.06,0.7
12283124300041023,2,1
12283124300041024,0.002,0.115
12283124300041024,0.06,0.35
12283124300041024,2,1
13282523000031021,0.002,0.05
13282523000031021,0.06,0.52
13282523000031021,2,1
13282523000031022,0.002,0.06
13282523000031022,0.06,0.29000000000000004
13282523000031022,2,1
13282523000031023,0.002,0.06
13282523000031023,0.06,0.365
13282523000031023,2,1
13282523000031024,0.002,0.02
13282523000031024,0.06,0.09999999999999998
13282523000031024,2,1
14112432210571021,0.002,0.2
14112432210571021,0.06,0.54
14112432210571021,2,1
14112432210571022,0.002,0.23
14112432210571022,0.06,0.6
14112432210571022,2,1
14112432210571023,0.002,0.275
14112432210571023,0.06,0.62
14112432210571023,2,1
16112417110251021,0.002,0.36
16112417110251021,0.06,0.8200000000000001
16112417110251021,2,1
16112417110251022,0.002,0.35
16112417110251022,0.06,0.8
16112417110251022,2,1
16112417110251023,0.002,0.38
16112417110251023,0.06,0.76
16112417110251023,2,1
16112417110251024,0.002,0.4
16112417110251024,0.06,0.685
16112417110251024,2,1
16152815000441021,0.002,0.05
16152815000441021,0.06,0.09999999999999998
16152815000441021,2,1
16152815000441022,0.002,0.02
16152815000441022,0.06,0.050000000000000044
16152815000441022,2,1
16152815000441023,0.002,0.025
16152815000441023,0.06,0.09999999999999998
16152815000441023,2,1
16252821000111021,0.002,0.075
16252821000111021,0.06,0.55
16252821000111021,2,1
16252821000111022,0.002,0.06
16252821000111022,0.06,0.33999999999999997
16252821000111022,2,1
16252821000111023,0.002,0.03
16252821000111023,0.06,0.25
16252821000111023,2,1
16252821000111024,0.002,0.01
16252821000111024,0.06,0.07499999999999996
16252821000111024,2,1
16281929000191021,0.002,0.275
16281929000191021,0.06,0.85
16281929000191021,2,1
16281929000191022,0.002,0.275
16281929000191022,0.06,0.85
16281929000191022,2,1
16281929000191023,0.002,0.275
16281929000191023,0.06,0.8
16281929000191023,2,1
16281929000191024,0.002,0.115
16281929000191024,0.06,0.35
16281929000191024,2,1
17192323000051011,0.002,0.11
17192323000051011,0.06,0.71
17192323000051011,2,1
17192323000051012,0.002,0.125
17192323000051012,0.06,0.71
17192323000051012,2,1
17192323000051013,0.002,0.09
17192323000051013,0.06,0.47
17192323000051013,2,1
17192323000051014,0.002,0.085
17192323000051014,0.06,0.30000000000000004
17192323000051014,2,1
18112417110022021,0.002,0.34
18112417110022021,0.06,0.73
18112417110022021,2,1
18112417110022022,0.002,0.21
18112417110022022,0.06,0.5
18112417110022022,2,1
18112417110022023,0.002,0.32
18112417110022023,0.06,0.43000000000000005
18112417110022023,2,1
18192414000651021,0.002,0.17
18192414000651021,0.06,0.6
18192414000651021,2,1
18192414000651022,0.002,0.13
18192414000651022,0.06,0.55
18192414000651022,2,1
18192414000651023,0.002,0.06
18192414000651023,0.06,0.25
18192414000651023,2,1
18192414000651024,0.002,0.04
18192414000651024,0.06,0.19999999999999996
18192414000651024,2,1
18192414000661011,0.002,0.19
18192414000661011,0.06,0.7249999999999999
18192414000661011,2,1
18192414000661012,0.002,0.175
18192414000661012,0.06,0.7250000000000001
18192414000661012,2,1
18192414000661013,0.002,0.14
18192414000661013,0.06,0.55
18192414000661013,2,1
18192414000661014,0.002,0.09
18192414000661014,0.06,0.35
18192414000661014,2,1
18251700000071011,0.002,0.14
18251700000071011,0.06,0.74
18251700000071011,2,1
18251700000071012,0.002,0.16
18251700000071012,0.06,0.8
18251700000071012,2,1
18251700000071013,0.002,0.27
18251700000071013,0.06,0.8
18251700000071013,2,1
18251700000071014,0.002,0.085
18251700000071014,0.06,0.30000000000000004
18251700000071014,2,1
21111930210011021,0.002,0.09
21111930210011021,0.06,0.5
21111930210011021,2,1
21111930210011022,0.002,0.05
21111930210011022,0.06,0.4
21111930210011022,2,1
21111930210011023,0.002,0.325
21111930210011023,0.06,0.65
21111930210011023,2,1
21111930210011024,0.002,0.5
21111930210011024,0.06,0.85
21111930210011024,2,1
22192923000431021,0.002,0.215
22192923000431021,0.06,0.925
22192923000431021,2,1
22192923000431022,0.002,0.215
22192923000431022,0.06,0.9
22192923000431022,2,1
22192923000431023,0.002,0.15
22192923000431023,0.06,0.6
22192923000431023,2,1
22192923000431024,0.002,0.03
22192923000431024,0.06,0.15000000000000002
22192923000431024,2,1
22192923000441021,0.002,0.225
22192923000441021,0.06,0.9
22192923000441021,2,1
22192923000441022,0.002,0.25
22192923000441022,0.06,0.9
22192923000441022,2,1
22192923000441023,0.002,0.175
22192923000441023,0.06,0.6
22192923000441023,2,1
22192923000441024,0.002,0.02
22192923000441024,0.06,0.125
22192923000441024,2,1
23112414000841011,0.002,0.22
23112414000841011,0.06,0.835
23112414000841011,2,1
23112414000841012,0.002,0.22
23112414000841012,0.06,0.835
23112414000841012,2,1
23112414000841013,0.002,0.175
23112414000841013,0.06,0.65
23112414000841013,2,1
23112414000841014,0.002,0.035
23112414000841014,0.06,0.15000000000000002
23112414000841014,2,1
23112414000851011,0.002,0.25
23112414000851011,0.06,0.85
23112414000851011,2,1
23112414000851012,0.002,0.25
23112414000851012,0.06,0.75
23112414000851012,2,1
23112414000851013,0.002,0.225
23112414000851013,0.06,0.32499999999999996
23112414000851013,2,1
23112414000851014,0.002,0.04
23112414000851014,0.06,0.09999999999999998
23112414000851014,2,1
23252524000011021,0.002,0.18
23252524000011021,0.06,0.74
23252524000011021,2,1
23252524000011022,0.002,0.13
23252524000011022,0.06,0.5900000000000001
23252524000011022,2,1
23252524000011023,0.002,0.075
23252524000011023,0.06,0.65
23252524000011023,2,1
23252524000011024,0.002,0.075
23252524000011024,0.06,0.65
23252524000011024,2,1
25211530000071011,0.002,0.65
25211530000071011,0.06,0.9
25211530000071011,2,1
25211530000071012,0.002,0.65
25211530000071012,0.06,0.9
25211530000071012,2,1
25211530000071013,0.002,0.65
25211530000071013,0.06,0.9
25211530000071013,2,1
25211530000071014,0.002,0.475
25211530000071014,0.06,0.9
25211530000071014,2,1
25282524252021011,0.002,0.1
25282524252021011,0.06,0.4
25282524252021011,2,1
25282524252021012,0.002,0.1
25282524252021012,0.06,0.4
25282524252021012,2,1
25282524252021013,0.002,0.06
25282524252021013,0.06,0.36
25282524252021013,2,1
25282524252021014,0.002,0.02
25282524252021014,0.06,0.125
25282524252021014,2,1
26111528000051021,0.002,0.125
26111528000051021,0.06,0.44999999999999996
26111528000051021,2,1
26111528000051022,0.002,0.075
26111528000051022,0.06,0.25
26111528000051022,2,1
26111528000051023,0.002,0.02
26111528000051023,0.06,0.15000000000000002
26111528000051023,2,1
28112111000451011,0.002,0.12
28112111000451011,0.06,0.44999999999999996
28112111000451011,2,1
28112111000451012,0.002,0.1
28112111000451012,0.06,0.30000000000000004
28112111000451012,2,1
28112111000451013,0.002,0.075
28112111000451013,0.06,0.30000000000000004
28112111000451013,2,1
28112111000451014,0.002,0.02
28112111000451014,0.06,0.15000000000000002
28112111000451014,2,1
28112417000811021,0.002,0.1
28112417000811021,0.06,0.5
28112417000811021,2,1
28112417000811022,0.002,0.03
28112417000811022,0.06,0.09999999999999998
28112417000811022,2,1
28112417000811023,0.002,0.02
28112417000811023,0.06,0.09999999999999998
28112417000811023,2,1
28112417000811024,0.002,0.02
28112417000811024,0.06,0.09999999999999998
28112417000811024,2,1
28112417000821021,0.002,0.04
28112417000821021,0.06,0.31999999999999995
28112417000821021,2,1
28112417000821022,0.002,0.05
28112417000821022,0.06,0.35
28112417000821022,2,1
28112417000821023,0.002,0.025
28112417000821023,0.06,0.15000000000000002
28112417000821023,2,1
28112417000821024,0.002,0.015
28112417000821024,0.06,0.050000000000000044
28112417000821024,2,1
28112417000841011,0.002,0.1
28112417000841011,0.06,0.30000000000000004
28112417000841011,2,1
28112417000841012,0.002,0.075
28112417000841012,0.06,0.19999999999999996
28112417000841012,2,1
28112417000841013,0.002,0.015
28112417000841013,0.06,0.050000000000000044
28112417000841013,2,1
30192331000141041,0.002,0.24
30192331000141041,0.06,0.95
30192331000141041,2,1
30192331000141042,0.002,0.24
30192331000141042,0.06,0.97
30192331000141042,2,1
30192331000141043,0.002,0.23
30192331000141043,0.06,0.97
30192331000141043,2,1
33112111000711021,0.002,0.24
33112111000711021,0.06,0.74
33112111000711021,2,1
33112111000711022,0.002,0.2
33112111000711022,0.06,0.75
33112111000711022,2,1
33112111000711023,0.002,0.205
33112111000711023,0.06,0.74
33112111000711023,2,1
33112111000711024,0.002,0.2
33112111000711024,0.06,0.75
33112111000711024,2,1
35302518000371021,0.002,0.2
35302518000371021,0.06,0.8999999999999999
35302518000371021,2,1
35302518000371022,0.002,0.22
35302518000371022,0.06,0.9
35302518000371022,2,1
35302518000371023,0.002,0.26
35302518000371023,0.06,0.9
35302518000371023,2,1
